,Employer,Time,Comment,Overall,Interessante Aufgaben,Gleichberechtigung,Kommunikation,Arbeitsbedingungen,Vorgesetztenverhalten,Umgang mit älteren Kollegen,Kollegenzusammenhalt,Umwelt-/Sozialbewusstsein,Gehalt/Sozialleistungen,Karriere/Weiterbildung,Work-Life-Balance,Image,Arbeitsatmosphäre,Respekt,Variation,Spaßfaktor,Aufgaben/Tätigkeiten,Die Ausbilder,Ausbildungsvergütung,Arbeitszeiten,Karrierechancen,Arbeitgeber-Kommentar,Herausforderung,Arbeitgeber-Kommentare
419,bmwgroup,Februar 2022,War mal ein sehr guter Arbeitgeber,Nicht empfohlen,4.0,2.0,5.0,2.0,2.0,1.0,5.0,2.0,5.0,2.0,1.0,3.0,4.0,,,,,,,,,,,
420,bmwgroup,Februar 2022,Schlimmer arbeit gibt's nicht da drin mann fühlt sich wie im Sahara jeder zeit kann eine Schlange oder tigar angreifen..,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
421,bmwgroup,Februar 2022,BMW Produktion,Nicht empfohlen,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,,,,,,,,,,,
422,bmwgroup,Februar 2022,heute nicht das was es mal war,Nicht empfohlen,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,,,,,,,,,,,
423,bmwgroup,Februar 2022,Performance sehr schlecht kein Sozialbewustsein in der Pandemie,Nicht empfohlen,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
424,bmwgroup,Februar 2022,Vieles von den Vorgesetzten abhängig,Empfohlen,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
425,bmwgroup,Februar 2022,Mehr als zufrieden,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
426,bmwgroup,Februar 2022,Buchhaltung war gut.,Empfohlen,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,
427,bmwgroup,Februar 2022,fairer und zuverlässiger Arbeitgeber,Empfohlen,3.0,5.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,,,,,,,,,,,
428,bmwgroup,Januar 2022,"Im Allgemeinen sehr zu empfehlen, da sehr innovative und interessante Aufgaben zu erwarten sind.",Empfohlen,5.0,5.0,4.0,,4.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,,,,,,,,,,,
429,bmwgroup,Januar 2022,"Grundsätzlich kennt jeder die große Welt von BMW und das hat einen guten Grund, aber es ist nicht alles Gold was glänzt.",Empfohlen,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,,,
430,bmwgroup,Januar 2022,"Hoher Arbeitsdruck, herausfordernde Aufgabe, Abwechslungsreiche Tätigkeit, Teamwork orientier, dafür aber gut bezahlt",Empfohlen,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,,
431,bmwgroup,Januar 2022,immer wieder einer der absoluten Top-Arbeigeber,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
432,bmwgroup,Januar 2022,Eine der schönsten Zeiten in meinem Berufsleben,Empfohlen,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,,,,,,,,,,,
433,bmwgroup,Januar 2022,Kommt Zeit Kommt Geld,Nicht empfohlen,3.0,2.0,3.0,5.0,2.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,,,,,,,,,,,
434,bmwgroup,Januar 2022,Top Arbeitgeber,Empfohlen,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
435,bmwgroup,Januar 2022,Super firma,Empfohlen,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,,,,,,,,,,
436,bmwgroup,Januar 2022,Dax Unternehmen mit Renditevorgaben,Empfohlen,2.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,,,,,,,,,,,
437,bmwgroup,Januar 2022,"Ist nicht alles Gold, was glänzt",Empfohlen,4.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,,,,,,,,,,,
438,bmwgroup,Januar 2022,Super Arbeitgeber,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,,,,,,,,,,,
439,bmwgroup,Januar 2022,Bmw als Arbeitgeber ganz Okay.,Empfohlen,3.0,1.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,,,,,,,,,,,
440,bmwgroup,Januar 2022,Traumunternehmen,Empfohlen,,,,,,,,,,,,,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,,,
441,bmwgroup,Januar 2022,Toller Arbeitgeber auf Höhe der Zeit,Empfohlen,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,,,,,,,,,,,
442,bmwgroup,Januar 2022,Für alle Leute die darüber nachdenken über Zeitarbeit im BMW Werk Berlin tätig zu sein.,Nicht empfohlen,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,3.0,,,,,,,,,,,
443,bmwgroup,Januar 2022,Mein Eindruck der BMW Dingolfing,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
444,bmwgroup,Januar 2022,Ein sehr guter Arbeitgeber,Empfohlen,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,,,
445,bmwgroup,Januar 2022,Tolles Klima gepaart mit Herausforderungen,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
446,bmwgroup,Januar 2022,Super Arbeitgeber,Empfohlen,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
447,bmwgroup,Dezember 2021,Klasse Arbeitgeber,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
448,bmwgroup,Dezember 2021,Recht eintönig limitierte entwicklungsmoeglichkeiten und ein Chaos in der inter-company Kommunikation,Nicht empfohlen,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,,,,,,,,,,,
449,bmwgroup,Dezember 2021,Praktikum in München unbedingt - sowohl beruflich aber auch persönlich empfehlenswert,Empfohlen,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
450,bmwgroup,Dezember 2021,selbstständig im It Bisnes bei BMW gelernt,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
451,bmwgroup,Dezember 2021,Alles okay,Nicht empfohlen,3.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,,4.0,5.0,2.0,2.0,,,,,,,,,,,
452,bmwgroup,Dezember 2021,Würde ich wieder machen Nette Erfahrung,Nicht empfohlen,2.0,3.0,4.0,2.0,3.0,1.0,2.0,5.0,4.0,3.0,1.0,2.0,2.0,,,,,,,,,,,
453,bmwgroup,Dezember 2021,BMW WERK Leipzig,Empfohlen,1.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,,,,,,,,,,,
454,bmwgroup,Dezember 2021,Praktikum Zentrale Bau- und Betriebsplanung,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
455,bmwgroup,Dezember 2021,Ich bewerte mein Praktikum sehr gut da die Leute sehr sehr nett sind immer neue Ideen bringen kann,Empfohlen,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,,4.0,4.0,4.0,5.0,,,,,,,,,,,
456,bmwgroup,Dezember 2021,Fand’s interessant und man hat viel gelernt,Empfohlen,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,,5.0,4.0,5.0,5.0,,,,,,,,,,,
457,bmwgroup,Dezember 2021,Good,Nicht empfohlen,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,,,,,,,,,,
458,bmwgroup,Dezember 2021,"Gerne wieder, Tolles Unternehmen",Empfohlen,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,4.0,5.0,,,,,,,,,,,
459,bmwgroup,Dezember 2021,Gutes und Schlechtes,Nicht empfohlen,1.0,2.0,1.0,4.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,4.0,3.0,,,,,,,,,,,
460,bmwgroup,Dezember 2021,Gut,Nicht empfohlen,5.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,,3.0,5.0,3.0,4.0,,,,,,,,,,,
461,brenntag,Mai 2022,"Naja, immerhin war das Gehalt immer pünktlich",Nicht empfohlen,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,,
462,brenntag,Mai 2022,Kein selbstständiges Denken und unterordnen dann besteht man in der Firma,Nicht empfohlen,4.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,,,,,,,,,,,
463,brenntag,April 2022,Leider anders als erwartet,Nicht empfohlen,3.0,1.0,1.0,2.0,4.0,5.0,5.0,2.0,2.0,1.0,4.0,3.0,4.0,,,,,,,,,,,
464,brenntag,April 2022,Köln war schlecht.,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,
465,brenntag,Januar 2022,Unternehmen mit alleiniger Ausrichtung der Shareholder-Intererssen,Nicht empfohlen,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,,,,,,,,,,,
466,brenntag,Dezember 2021,"Management im Sturzflug, falls es noch tiefer geht....",Nicht empfohlen,1.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
467,brenntag,Dezember 2021,Anstellung ohne Zukunft,Nicht empfohlen,1.0,1.0,1.0,4.0,1.0,,4.0,,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,,
468,brenntag,Dezember 2021,Es ist ok...,Nicht empfohlen,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,,,,,,,,,,,
469,brenntag,Dezember 2021,Arbeiten im Strategie-Vakuum,Nicht empfohlen,4.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,
470,brenntag,Dezember 2021,Schrecklich diese Firma,Nicht empfohlen,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,
471,brenntag,November 2021,Ein der besten Arbeitgeber,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
472,brenntag,November 2021,Titanic,Nicht empfohlen,5.0,3.0,2.0,2.0,3.0,,5.0,,5.0,3.0,4.0,3.0,4.0,,,,,,,,,,,
473,brenntag,November 2021,Katastrophe! Lächerlich!,Nicht empfohlen,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,
474,brenntag,November 2021,"Schlechte Bezahlung, schlechtes Team",Nicht empfohlen,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,,,,,,,,,,,
475,brenntag,Oktober 2021,Alteingesessene blockieren den Fortschritt,Nicht empfohlen,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
476,brenntag,September 2021,Unfaires veraltetes Unternehmen,Nicht empfohlen,2.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
477,brenntag,August 2021,Schlechter Arbeitgeber,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
478,brenntag,August 2021,Inkonsequenter ungerechter Arbeitgeber,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
479,brenntag,Juli 2021,Nehmen’s nicht so genau,Nicht empfohlen,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
480,brenntag,Juni 2021,Sehr hoher Workload bei mittelmäßiger Vergütung / Aktionär steht im Fokus,Nicht empfohlen,3.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,,,,,,,,,,,
481,brenntag,Mai 2021,"Gute Firma , schlechtes Personal.",Nicht empfohlen,3.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,,,,,,,,,,,
482,brenntag,Mai 2021,Meine größte Enttäuschung!,Nicht empfohlen,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,
483,brenntag,März 2021,Hab viel negatives erlebt. Es zu gibt sehr viel zu bessern.,Nicht empfohlen,3.0,,1.0,1.0,1.0,2.0,2.0,,2.0,,4.0,3.0,2.0,,,,,,,,,,,
484,brenntag,März 2021,Katastrophe,Nicht empfohlen,1.0,1.0,1.0,5.0,1.0,,1.0,,1.0,1.0,3.0,,1.0,,,,,,,,,,,
485,brenntag,März 2021,Außen Hui innen Pfui,Nicht empfohlen,5.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,,,,,,,,,,,
486,brenntag,März 2021,"Integrität, Kultur und Mitarbeitermotivation im freien Fall",Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
487,brenntag,Februar 2021,Solider Arbeitgeber,Empfohlen,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,,,,,,,,,,,
488,brenntag,Februar 2021,"Wenn man einen Job will wo man Jahre das gleiche macht,keine Entwicklungsmöglichkeiten brauch, in Ordnung.Sonst No-go",Nicht empfohlen,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,,,,,,,,,,,
489,brenntag,Januar 2021,Vertrieb hat nichts zu melden,Nicht empfohlen,4.0,3.0,1.0,5.0,1.0,3.0,3.0,2.0,5.0,3.0,5.0,1.0,1.0,,,,,,,,,,,
490,brenntag,Dezember 2020,Angestaubter Platzhirsch der Chemiedistribution,Nicht empfohlen,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,,,,,,,,,,,
491,brenntag,Dezember 2020,Tolles Unternehmen,Empfohlen,4.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,,,,,,,,,,,
492,brenntag,November 2020,Bei schlechten Bewertungen werden durch interne Personen der Firma sehr gute Bewertungen erstellt wg. der Punktzahl.,Nicht empfohlen,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
493,brenntag,November 2020,Spannendes und zukunftssicheres Unternehmen mit einer guten Arbeitskultur,Empfohlen,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,,,,,,,,,,,
494,brenntag,Oktober 2020,tolles Unternehmen - tolle Kollegen - aber mit Kind und in Teilzeit ist man unerwünscht,Empfohlen,4.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,,,,,,,,,,,
495,brenntag,Oktober 2020,Eher ein mangelhafter Arbeitgeber,Nicht empfohlen,1.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,5.0,2.0,,,,,,,,,,,
496,brenntag,Oktober 2020,Never ever....,Nicht empfohlen,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,
497,brenntag,September 2020,"Anstatt besser, wurde es immer schlimmer, also Zeit zu gehen!",Nicht empfohlen,2.0,1.0,2.0,4.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,
498,brenntag,Juni 2020,"World market leader. Internationally active, well connected company with strong market presence. Flextime.",Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
499,brenntag,Juni 2020,Flexible work at the Brenntag,Empfohlen,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,,,,,,,,,,,
500,brenntag,Juni 2020,Brenn(rotz),Nicht empfohlen,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,,
501,brenntag,Februar 2020,In der richtigen Abteilung super!,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
502,brenntag,Februar 2020,Aktuell auf dem absteigenden Ast,Nicht empfohlen,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,,,,,,,,,,,
503,brenntag,Februar 2020,Finger weg!! Start-Up Unternehmen mit schlechter Führung.,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
504,brenntag,Januar 2020,Könnte schlimmer sein......,Empfohlen,4.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,,,,,,,,,,,
505,brenntag,Januar 2020,Finger weg. Zumindest für das Arbeiten im Lager.,Nicht empfohlen,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,,,,,,,,,,,
506,brenntag,Januar 2020,Arbeiten bei Brenntag macht Spaß!,Empfohlen,,3.0,3.0,5.0,3.0,5.0,5.0,1.0,5.0,4.0,3.0,5.0,5.0,,,,,,,,,,5.0,
507,brenntag,Dezember 2019,gibt es viele,Empfohlen,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,,,,,,,,,,,
508,brenntag,Oktober 2019,Angenehm zu arbeiten mit netten Kollegen,Empfohlen,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,,,,,,,,,,,
509,brenntag,Oktober 2019,"Ausschreibung von Jobs, die man nicht haben will",Nicht empfohlen,1.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,,,,,,,,,,,
510,brenntag,September 2019,guter Arbeitgeber in der Chemie,Empfohlen,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,5.0,4.0,,,,,,,,,,,
511,brenntag,September 2019,"Super Arbeitgeber, Es macht spass für das Unternehmen tätig zu sein.",Empfohlen,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,,,,,,,,,,
512,brenntag,August 2019,Firma BRENNTAG ein Arbeitgeber mit Leistungen die nicht schlecht sind.Aber es gibt Sachen wo Veränderung brauchen.,Empfohlen,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,,,,,,,,,,,
513,brenntag,Juli 2019,Gutes Klima mit einigen Schwächen,Empfohlen,5.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,
514,brenntag,Juli 2019,"Lauf Forrest, lauf!",Nicht empfohlen,1.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,
515,brenntag,Juli 2019,Ein Arbeitgeber mit Licht und Schatten,Empfohlen,1.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,5.0,3.0,5.0,5.0,2.0,,,,,,,,,,,
516,brenntag,Juni 2019,Insgesamt: zufriedenGehalt könnte höher sein. Man arbeitet schließlich wie ein normaler Angestellter,Empfohlen,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,5.0,,,,,,,,,,,
517,brenntag,Juni 2019,ein toller Arbeitgeber aus der Chemiebranche,Empfohlen,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
518,brenntag,Juni 2019,"Würde man die einzelnen Landesgesellschaften machen lassen, so wie unter Stinnes, wäre Vieles einfacher und besser!",Empfohlen,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,,,,,,,,,,,
519,brenntag,Juni 2019,Sehr angenehmer und sicherer Arbeitgeber.,Empfohlen,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,,,,,,,,,,,
520,brenntag,Mai 2019,AWird immer besser,Empfohlen,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,,,,,,,,,,,
521,brenntag,Mai 2019,Top Arbeitger...weit gefehlt,Nicht empfohlen,3.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,
522,brenntag,Mai 2019,Unzufriedenheit ist hier leider groß geschrieben,Nicht empfohlen,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,,,,,,,,,,,
523,brenntag,Mai 2019,Treu und auf einem guten Weg aber immer noch verbesserungswürdig,Empfohlen,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,,,,,,,,,,,
524,brenntag,Mai 2019,"Sehr gute Firma, wenn einem das Arbeiten als Beamter zu stressig ist.",Nicht empfohlen,1.0,5.0,1.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,5.0,4.0,1.0,,,,,,,,,,,
525,brenntag,April 2019,"Key Account Management, Sprungbrett zum nächsten Karriereschritt",Empfohlen,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,,,,,,,,,,,
526,brenntag,April 2019,"Heißt Key - Account Management, ist es aber nicht.",Nicht empfohlen,1.0,4.0,2.0,3.0,2.0,4.0,1.0,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
527,brenntag,April 2019,"Key Account Management- sehr Komplex, und die Anforderungen werden oft unterschätzt",Empfohlen,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,,,,,,,,,,,
528,brenntag,April 2019,Key Account Management,Empfohlen,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,,,,,,,,,,,
529,brenntag,April 2019,Tolles Büro,Empfohlen,3.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,3.0,4.0,,,,,,,,,,,
530,brenntag,März 2019,Im Prinzip gut - mit Verbesserungspotential,Empfohlen,1.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,,,,,,,,,,,
531,brenntag,März 2019,Abt. Key Account - Die einzige Konstante ist die Fluktuation,Nicht empfohlen,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,,,,,,,,,,,
532,brenntag,März 2019,eigentlich ein gutes Unternehmen,Empfohlen,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,,,,,,,,,,,
533,brenntag,Februar 2019,Eigentlich kein schlechter Arbeitgeber....,Empfohlen,4.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,,,,,,,,,,,
534,brenntag,Februar 2019,"Das Arbeitesumfeld stimmt überhaupt nicht mehr, wer mit Vorgesetzten gut kann kommt irgendwie weiter!",Nicht empfohlen,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
535,brenntag,Juli 2018,Das Praktikum war ein voller Erfolg.Ich habe in einem viel gelernt und würde es sofort weiterempfehlen.,Empfohlen,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,,,,,,,,,,,
536,brenntag,Juni 2018,Brenntag ist je nach Bereich / Abteilung sehr verschieden.,Nicht empfohlen,5.0,2.0,2.0,4.0,1.0,3.0,5.0,3.0,1.0,,3.0,2.0,2.0,,,,,,,,,,,
537,brenntag,Mai 2018,Bisher mein bester Arbeitsgeber,Empfohlen,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,,,,,,,,,,,
538,brenntag,März 2018,Gute Firma,Empfohlen,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,,,,,,,,,,,
539,brenntag,Februar 2018,Weltmarktführer,Nicht empfohlen,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,,,
540,brenntag,Januar 2018,Extrem schlechtes Betriebsklima,Nicht empfohlen,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
541,brenntag,Dezember 2017,"Top, werde hier normal behandelt, ob Führungspersonen, oder normale Arbeiter, jeder wird (normal) gleich behandelt.",Empfohlen,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,,,,,,,,,,,
542,brenntag,Oktober 2017,Zukunftsfähig - Nur wenn sich die Brenntag mal die sehr alte Technik erneuert,Nicht empfohlen,3.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
543,brenntag,Juli 2017,Luft nach oben ist auch bei anderen,Empfohlen,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,,,,,,,,,,
544,brenntag,Juli 2017,"Brenntag AG, 3.6 von 5",Empfohlen,3.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,,,,,,,,,,,
